"TSP-50": (5.687624663351441, 5.687592551643131, 0.0005569405424040994, 0.009773491491902351)
"TSP-100": (7.756258500243987, 7.755851076126436, 0.0052289487932985655, 0.024988526995825832)
"TSP-500": (16.58824611203208, 16.545805334644392, 0.256521562732412, 0.20566955340805587)
"TSP-1K": (23.271139301710342, 23.118119221111456, 0.6619020618722085, 0.23846024683829434)
"TSP-10K": (72.8320984190812, 71.75482603211773, 1.5014215996674256, 0.12583696908222533)
"ATSP-50": (1.5571935047999999, 1.5544832495999998, 0.17091326792078432, 0.6110526785789054)
"ATSP-100": (1.5807883476, 1.5660382844, 0.9464035787860635, 1.0335221108570738)
"ATSP-200": (1.58819434, 1.56471802, 1.501140607819172, 0.8053236203694015)
"ATSP-500": (1.59813568, 1.57344797, 1.56805423141104, 0.4866783258220889)
"CVRP-50": (10.489258811118876, 10.366461381649525, 1.179483901416617, 0.976097409734143)
"CVRP-100": (15.821924035824098, 15.563189581536976, 1.6626311930327355, 0.7427493517854806)
"CVRP-200": (20.09105192355003, 19.62975436100375, 2.3593526735559056, 0.7009944813528334)
"CVRP-500": (37.900612322065925, 37.154465916894935, 2.0306346769110895, 0.5426182202079214)
"MIS-RB-SMALL"": (20.07, 20.09, 0.09340980910774961, 0.6552985852102049)
"MIS-RB-LARGE": (42.4, 43.004, 1.3660347328132212, 1.493228797711533)
"MIS-ER-700-800": (44.984375, 44.96875, -0.04089811155028549, 1.3886985814303918)
"MIS-SATLIB": (425.316, 425.954, 0.15077196168997148, 0.17328233251409472)
"MIS-ER-1400-1600": (50.71875, 50.9375, 0.41786581287086677, 1.4892535042074204)
"MIS-RB-GIANT": (47.88, 49.26, 2.741164722381825, 2.000621605074131)
"MCl-RB-SMALL": (19.082, 19.082, 0.0, 0.0)
"MCl-RB-LARGE": (40.256, 40.182, -0.27538519224787494, 1.7211154709399816)
"MCl-TWITTER": (14.21025641025641, 14.21025641025641, 0.0, 0.0)
"MCl-COLLAB": (42.113, 42.113, 0.0, 0.0)
"MCl-RB-GIANT": (85.38, 81.52, -7.912197487690728, 25.41764647145892)
"MVC-RB-SMALL": (205.772, 205.764, 0.0037394225266409336, 0.04169474978157986)
"MVC-RB-LARGE": (968.398, 968.228, 0.017733531360768672, 0.10279749679406136)
"MVC-TWITTER": (85.25128205128205, 85.25128205128205, 0.0, 0.0)
"MVC-COLLAB": (65.086, 65.086, 0.0, 0.0)
"MVC-RB-GIANT": (2397.36, 2396.78, 0.026382373584344376, 0.07877859624024312)
"MCut-BA-SMALL": (729.706, 727.844, -0.2404692443780412, 0.3131172115479063)
"MCut-BA-SMALL": (2994.118, 2936.886, -1.9324793437281105, 0.44907162291961294)
"MCut-BA-SMALL": (7389.3, 7217.9, -2.382872119521473, 0.3095540068819808)
